GROUP,SITE,PERIOD,MONTHLY_TARGET,MGH_3,MGH_CH_PROP,SLS_PER_MC
ORGANIC,7015,9/30/2023 0:00:00,18145444.38,HEADWEAR,0.07754357017,1407062.54
ORGANIC,7016,9/30/2023 0:00:00,14430080.84,HEADWEAR,0.07754357017,1118959.986
ORGANIC,7017,9/30/2023 0:00:00,9330878.867,HEADWEAR,0.07754357017,723549.6602
ORGANIC,7018,9/30/2023 0:00:00,13380400.22,HEADWEAR,0.07754357017,1037564.003
ORGANIC,7019,9/30/2023 0:00:00,16550944.83,HEADWEAR,0.07754357017,1283419.352
ORGANIC,7020,9/30/2023 0:00:00,17336907.72,HEADWEAR,0.07754357017,1344365.72
ORGANIC,7022,9/30/2023 0:00:00,6281020.654,HEADWEAR,0.07754357017,487052.7658
NON-ORGANIC,2010,10/31/2023 0:00:00,242849.6391,HEADWEAR,0.07217000778,17526.46034
NON-ORGANIC,2014,10/31/2023 0:00:00,14209927.56,HEADWEAR,0.07217000778,1025530.582
NON-ORGANIC,2047,10/31/2023 0:00:00,2162167.158,HEADWEAR,0.07217000778,156043.6206
NON-ORGANIC,2050,10/31/2023 0:00:00,27991454.13,HEADWEAR,0.07217000778,2020143.462
NON-ORGANIC,2080,10/31/2023 0:00:00,13449219.85,HEADWEAR,0.07217000778,970630.3008
NON-ORGANIC,2086,10/31/2023 0:00:00,1215545.451,HEADWEAR,0.07217000778,87725.92466
NON-ORGANIC,2106,10/31/2023 0:00:00,3355900.219,HEADWEAR,0.07217000778,242195.3449
NON-ORGANIC,2140,10/31/2023 0:00:00,5164926.68,HEADWEAR,0.07217000778,372752.7986
NON-ORGANIC,2174,10/31/2023 0:00:00,732914.4783,HEADWEAR,0.07217000778,52894.4436
NON-ORGANIC,2212,10/31/2023 0:00:00,8032275.118,HEADWEAR,0.07217000778,579689.3578
NON-ORGANIC,2221,10/31/2023 0:00:00,12396294.58,HEADWEAR,0.07217000778,894640.6763
NON-ORGANIC,2231,10/31/2023 0:00:00,3185131.418,HEADWEAR,0.07217000778,229870.9592
NON-ORGANIC,2239,10/31/2023 0:00:00,8257733.096,HEADWEAR,0.07217000778,595960.6618
NON-ORGANIC,2242,10/31/2023 0:00:00,13026343.76,HEADWEAR,0.07217000778,940111.3301
NON-ORGANIC,2255,10/31/2023 0:00:00,5908962.345,HEADWEAR,0.07217000778,426449.8584
NON-ORGANIC,2256,10/31/2023 0:00:00,6508425.821,HEADWEAR,0.07217000778,469713.1421
NON-ORGANIC,2257,10/31/2023 0:00:00,7929078.808,HEADWEAR,0.07217000778,572241.6792
NON-ORGANIC,2258,10/31/2023 0:00:00,8841132.995,HEADWEAR,0.07217000778,638064.637
NON-ORGANIC,2259,10/31/2023 0:00:00,15652170.64,HEADWEAR,0.07217000778,1129617.277
NON-ORGANIC,2260,10/31/2023 0:00:00,11944161.69,HEADWEAR,0.07217000778,862010.2419
NON-ORGANIC,2261,10/31/2023 0:00:00,12989673.37,HEADWEAR,0.07217000778,937464.828
NON-ORGANIC,2262,10/31/2023 0:00:00,4202166.758,HEADWEAR,0.07217000778,303270.4076
NON-ORGANIC,2263,10/31/2023 0:00:00,1412458.94,HEADWEAR,0.07217000778,101937.1727
NON-ORGANIC,2264,10/31/2023 0:00:00,5697701.973,HEADWEAR,0.07217000778,411203.1957
NON-ORGANIC,2265,10/31/2023 0:00:00,8575516.075,HEADWEAR,0.07217000778,618895.0619
NON-ORGANIC,2266,10/31/2023 0:00:00,38066458.03,HEADWEAR,0.07217000778,2747256.572
NON-ORGANIC,2267,10/31/2023 0:00:00,19594399.52,HEADWEAR,0.07217000778,1414127.966
NON-ORGANIC,2268,10/31/2023 0:00:00,6406852.094,HEADWEAR,0.07217000778,462382.5654
NON-ORGANIC,2269,10/31/2023 0:00:00,9222034.472,HEADWEAR,0.07217000778,665554.2996
NON-ORGANIC,2270,10/31/2023 0:00:00,6752218.992,HEADWEAR,0.07217000778,487307.6972
NON-ORGANIC,2271,10/31/2023 0:00:00,4126878.883,HEADWEAR,0.07217000778,297836.8811
NON-ORGANIC,2274,10/31/2023 0:00:00,160798.0252,HEADWEAR,0.07217000778,11604.79473
NON-ORGANIC,2276,10/31/2023 0:00:00,2435903.485,HEADWEAR,0.07217000778,175799.1735
NON-ORGANIC,2277,10/31/2023 0:00:00,4088667.042,HEADWEAR,0.07217000778,295079.1322
NON-ORGANIC,2280,10/31/2023 0:00:00,1889092.844,HEADWEAR,0.07217000778,136335.8453
NON-ORGANIC,2282,10/31/2023 0:00:00,780219.2778,HEADWEAR,0.07217000778,56308.43134
NON-ORGANIC,2283,10/31/2023 0:00:00,179701.123,HEADWEAR,0.07217000778,12969.03145
NON-ORGANIC,2286,10/31/2023 0:00:00,3924137.075,HEADWEAR,0.07217000778,283205.0032
NON-ORGANIC,2287,10/31/2023 0:00:00,326058.1551,HEADWEAR,0.07217000778,23531.61959
NON-ORGANIC,2289,10/31/2023 0:00:00,948075.5412,HEADWEAR,0.07217000778,68422.61918
NON-ORGANIC,2290,10/31/2023 0:00:00,1082019.809,HEADWEAR,0.07217000778,78089.37806
NON-ORGANIC,5006,10/31/2023 0:00:00,6179351.283,HEADWEAR,0.07217000778,445963.8302
NON-ORGANIC,5051,10/31/2023 0:00:00,985914.1885,HEADWEAR,0.07217000778,71153.43465
NON-ORGANIC,5058,10/31/2023 0:00:00,4036401.193,HEADWEAR,0.07217000778,291307.1055
NON-ORGANIC,5063,10/31/2023 0:00:00,7620106.457,HEADWEAR,0.07217000778,549943.1422
NON-ORGANIC,5070,10/31/2023 0:00:00,2406426.01,HEADWEAR,0.07217000778,173671.7839
NON-ORGANIC,5081,10/31/2023 0:00:00,950584.0553,HEADWEAR,0.07217000778,68603.65866
NON-ORGANIC,5097,10/31/2023 0:00:00,950954.8156,HEADWEAR,0.07217000778,68630.41644
NON-ORGANIC,5104,10/31/2023 0:00:00,10791637.38,HEADWEAR,0.07217000778,778832.5536
NON-ORGANIC,5111,10/31/2023 0:00:00,936433.5046,HEADWEAR,0.07217000778,67582.41331
NON-ORGANIC,7023,10/31/2023 0:00:00,15320271.18,HEADWEAR,0.07217000778,1105664.09
NON-ORGANIC,7024,10/31/2023 0:00:00,24906819.04,HEADWEAR,0.07217000778,1797525.324
NON-ORGANIC,7025,10/31/2023 0:00:00,3918295.774,HEADWEAR,0.07217000778,282783.4365
NON-ORGANIC,7026,10/31/2023 0:00:00,6053696.794,HEADWEAR,0.07217000778,436895.3447
NON-ORGANIC,7027,10/31/2023 0:00:00,2944664.543,HEADWEAR,0.07217000778,212516.4629
NON-ORGANIC,7028,10/31/2023 0:00:00,4389169.507,HEADWEAR,0.07217000778,316766.3974
NON-ORGANIC,7030,10/31/2023 0:00:00,79263.20416,HEADWEAR,0.07217000778,5720.42606
NON-ORGANIC,7031,10/31/2023 0:00:00,411324.9182,HEADWEAR,0.07217000778,29685.32254
NON-ORGANIC,9001,10/31/2023 0:00:00,6864375.209,HEADWEAR,0.07217000778,495402.0122
NON-ORGANIC,9002,10/31/2023 0:00:00,14576.47891,HEADWEAR,0.07217000778,1051.984596
NON-ORGANIC,9003,10/31/2023 0:00:00,25880.20688,HEADWEAR,0.07217000778,1867.774732
NON-ORGANIC,9005,10/31/2023 0:00:00,83319.66292,HEADWEAR,0.07217000778,6013.180721
NON-ORGANIC,9006,10/31/2023 0:00:00,271620.4785,HEADWEAR,0.07217000778,19602.85205
NON-ORGANIC,9007,10/31/2023 0:00:00,636782.896,HEADWEAR,0.07217000778,45956.62656
NON-ORGANIC,9008,10/31/2023 0:00:00,32911.6725,HEADWEAR,0.07217000778,2375.23566
NON-ORGANIC,9009,10/31/2023 0:00:00,92302.28519,HEADWEAR,0.07217000778,6661.45664
NON-ORGANIC,9010,10/31/2023 0:00:00,97082.41619,HEADWEAR,0.07217000778,7006.438732
NON-ORGANIC,9011,10/31/2023 0:00:00,41070.83365,HEADWEAR,0.07217000778,2964.082384
NON-ORGANIC,9014,10/31/2023 0:00:00,12818.40968,HEADWEAR,0.07217000778,925.1047262
NON-ORGANIC,9015,10/31/2023 0:00:00,3526407.784,HEADWEAR,0.07217000778,254500.8772
NON-ORGANIC,9016,10/31/2023 0:00:00,5255872.485,HEADWEAR,0.07217000778,379316.3581
NON-ORGANIC,9017,10/31/2023 0:00:00,2885359.115,HEADWEAR,0.07217000778,208236.3898
NON-ORGANIC,9018,10/31/2023 0:00:00,64092.0484,HEADWEAR,0.07217000778,4625.523631
NON-ORGANIC,9019,10/31/2023 0:00:00,12818.40968,HEADWEAR,0.07217000778,925.1047262
NON-ORGANIC,9020,10/31/2023 0:00:00,51273.63872,HEADWEAR,0.07217000778,3700.418905
NON-ORGANIC,9021,10/31/2023 0:00:00,77721.74983,HEADWEAR,0.07217000778,5609.179289
NON-ORGANIC,9022,10/31/2023 0:00:00,53220.73892,HEADWEAR,0.07217000778,3840.941142
ORGANIC,2002,10/31/2023 0:00:00,152529513.3,HEADWEAR,0.07217000778,11008056.16
ORGANIC,2003,10/31/2023 0:00:00,23736418.73,HEADWEAR,0.07217000778,1713057.524
ORGANIC,2004,10/31/2023 0:00:00,140168903.4,HEADWEAR,0.07217000778,10115990.85
ORGANIC,2007,10/31/2023 0:00:00,23282326.57,HEADWEAR,0.07217000778,1680285.689
ORGANIC,2008,10/31/2023 0:00:00,22987852,HEADWEAR,0.07217000778,1659033.458
ORGANIC,2009,10/31/2023 0:00:00,27191321.69,HEADWEAR,0.07217000778,1962397.898
ORGANIC,2011,10/31/2023 0:00:00,26376255,HEADWEAR,0.07217000778,1903574.528
ORGANIC,2013,10/31/2023 0:00:00,65713105.05,HEADWEAR,0.07217000778,4742515.302
ORGANIC,2015,10/31/2023 0:00:00,24324041.4,HEADWEAR,0.07217000778,1755466.257
ORGANIC,2016,10/31/2023 0:00:00,28758669.21,HEADWEAR,0.07217000778,2075513.38
ORGANIC,2018,10/31/2023 0:00:00,34641705.1,HEADWEAR,0.07217000778,2500092.127
ORGANIC,2019,10/31/2023 0:00:00,53884601.11,HEADWEAR,0.07217000778,3888852.081
ORGANIC,2022,10/31/2023 0:00:00,35243034.55,HEADWEAR,0.07217000778,2543490.078
ORGANIC,2023,10/31/2023 0:00:00,38429726.89,HEADWEAR,0.07217000778,2773473.689
ORGANIC,2024,10/31/2023 0:00:00,25335424.47,HEADWEAR,0.07217000778,1828457.781
ORGANIC,2025,10/31/2023 0:00:00,49380289.84,HEADWEAR,0.07217000778,3563775.902
ORGANIC,2029,10/31/2023 0:00:00,34965008.11,HEADWEAR,0.07217000778,2523424.907
ORGANIC,2030,10/31/2023 0:00:00,25465329.32,HEADWEAR,0.07217000778,1837833.015
ORGANIC,2032,10/31/2023 0:00:00,46020251.22,HEADWEAR,0.07217000778,3321281.888
ORGANIC,2033,10/31/2023 0:00:00,24532119.08,HEADWEAR,0.07217000778,1770483.225
ORGANIC,2035,10/31/2023 0:00:00,68978235.51,HEADWEAR,0.07217000778,4978159.793
ORGANIC,2036,10/31/2023 0:00:00,58737683.47,HEADWEAR,0.07217000778,4239099.073
ORGANIC,2038,10/31/2023 0:00:00,36490351,HEADWEAR,0.07217000778,2633508.915
ORGANIC,2039,10/31/2023 0:00:00,53183875.45,HEADWEAR,0.07217000778,3838280.705
ORGANIC,2040,10/31/2023 0:00:00,9499821.58,HEADWEAR,0.07217000778,685602.1973
ORGANIC,2041,10/31/2023 0:00:00,22838846.1,HEADWEAR,0.07217000778,1648279.701
ORGANIC,2043,10/31/2023 0:00:00,22809840.8,HEADWEAR,0.07217000778,1646186.388
ORGANIC,2044,10/31/2023 0:00:00,37147303.42,HEADWEAR,0.07217000778,2680921.177
ORGANIC,2045,10/31/2023 0:00:00,21679518.3,HEADWEAR,0.07217000778,1564611.004
ORGANIC,2049,10/31/2023 0:00:00,39092804.57,HEADWEAR,0.07217000778,2821328.01
ORGANIC,2052,10/31/2023 0:00:00,15841228.39,HEADWEAR,0.07217000778,1143261.576
ORGANIC,2053,10/31/2023 0:00:00,39198721.14,HEADWEAR,0.07217000778,2828972.009
ORGANIC,2054,10/31/2023 0:00:00,73575133.84,HEADWEAR,0.07217000778,5309917.981
ORGANIC,2056,10/31/2023 0:00:00,41897717.61,HEADWEAR,0.07217000778,3023758.606
ORGANIC,2057,10/31/2023 0:00:00,30086013.1,HEADWEAR,0.07217000778,2171307.799
ORGANIC,2060,10/31/2023 0:00:00,48258898.85,HEADWEAR,0.07217000778,3482845.105
ORGANIC,2062,10/31/2023 0:00:00,69089000.36,HEADWEAR,0.07217000778,4986153.694
ORGANIC,2065,10/31/2023 0:00:00,26874650.99,HEADWEAR,0.07217000778,1939543.771
ORGANIC,2066,10/31/2023 0:00:00,18606547.97,HEADWEAR,0.07217000778,1342834.711
ORGANIC,2067,10/31/2023 0:00:00,22572846.25,HEADWEAR,0.07217000778,1629082.489
ORGANIC,2068,10/31/2023 0:00:00,49356678.81,HEADWEAR,0.07217000778,3562071.894
ORGANIC,2069,10/31/2023 0:00:00,19696826.73,HEADWEAR,0.07217000778,1421520.138
ORGANIC,2070,10/31/2023 0:00:00,20078920.8,HEADWEAR,0.07217000778,1449095.87
ORGANIC,2074,10/31/2023 0:00:00,26561245.75,HEADWEAR,0.07217000778,1916925.312
ORGANIC,2077,10/31/2023 0:00:00,56453162.16,HEADWEAR,0.07217000778,4074225.152
ORGANIC,2079,10/31/2023 0:00:00,21192353.02,HEADWEAR,0.07217000778,1529452.282
ORGANIC,2083,10/31/2023 0:00:00,41595867.59,HEADWEAR,0.07217000778,3001974.088
ORGANIC,2085,10/31/2023 0:00:00,30955467.17,HEADWEAR,0.07217000778,2234056.306
ORGANIC,2090,10/31/2023 0:00:00,20857111.85,HEADWEAR,0.07217000778,1505257.924
ORGANIC,2094,10/31/2023 0:00:00,17265671.73,HEADWEAR,0.07217000778,1246063.663
ORGANIC,2099,10/31/2023 0:00:00,33361580.83,HEADWEAR,0.07217000778,2407705.548
ORGANIC,2100,10/31/2023 0:00:00,18177128,HEADWEAR,0.07217000778,1311843.469
ORGANIC,2102,10/31/2023 0:00:00,21745841.4,HEADWEAR,0.07217000778,1569397.543
ORGANIC,2104,10/31/2023 0:00:00,21479753.12,HEADWEAR,0.07217000778,1550193.95
ORGANIC,2105,10/31/2023 0:00:00,16983312.18,HEADWEAR,0.07217000778,1225685.772
ORGANIC,2108,10/31/2023 0:00:00,16214406.37,HEADWEAR,0.07217000778,1170193.834
ORGANIC,2109,10/31/2023 0:00:00,39114358.15,HEADWEAR,0.07217000778,2822883.532
ORGANIC,2112,10/31/2023 0:00:00,3949408.001,HEADWEAR,0.07217000778,285028.8062
ORGANIC,2113,10/31/2023 0:00:00,12148092.85,HEADWEAR,0.07217000778,876727.9555
ORGANIC,2116,10/31/2023 0:00:00,24687757.29,HEADWEAR,0.07217000778,1781715.635
ORGANIC,2117,10/31/2023 0:00:00,29918439.16,HEADWEAR,0.07217000778,2159213.987
ORGANIC,2118,10/31/2023 0:00:00,23345731.45,HEADWEAR,0.07217000778,1684861.62
ORGANIC,2119,10/31/2023 0:00:00,16019770.18,HEADWEAR,0.07217000778,1156146.938
ORGANIC,2120,10/31/2023 0:00:00,12978737.16,HEADWEAR,0.07217000778,936675.5614
ORGANIC,2121,10/31/2023 0:00:00,12337776.92,HEADWEAR,0.07217000778,890417.4561
ORGANIC,2122,10/31/2023 0:00:00,32210123.37,HEADWEAR,0.07217000778,2324604.854
ORGANIC,2123,10/31/2023 0:00:00,12312574.14,HEADWEAR,0.07217000778,888598.5714
ORGANIC,2124,10/31/2023 0:00:00,12629863.85,HEADWEAR,0.07217000778,911497.3725
ORGANIC,2125,10/31/2023 0:00:00,34524799.58,HEADWEAR,0.07217000778,2491655.055
ORGANIC,2126,10/31/2023 0:00:00,9581211.991,HEADWEAR,0.07217000778,691476.1439
ORGANIC,2127,10/31/2023 0:00:00,8468221.93,HEADWEAR,0.07217000778,611151.6425
ORGANIC,2129,10/31/2023 0:00:00,31654777.94,HEADWEAR,0.07217000778,2284525.57
ORGANIC,2130,10/31/2023 0:00:00,28176706.11,HEADWEAR,0.07217000778,2033513.099
ORGANIC,2131,10/31/2023 0:00:00,10665550.47,HEADWEAR,0.07217000778,769732.8605
ORGANIC,2132,10/31/2023 0:00:00,12699635.76,HEADWEAR,0.07217000778,916532.8112
ORGANIC,2135,10/31/2023 0:00:00,19940084.45,HEADWEAR,0.07217000778,1439076.049
ORGANIC,2152,10/31/2023 0:00:00,17981076.91,HEADWEAR,0.07217000778,1297694.461
ORGANIC,2163,10/31/2023 0:00:00,10140536.81,HEADWEAR,0.07217000778,731842.6202
ORGANIC,2176,10/31/2023 0:00:00,9951383.324,HEADWEAR,0.07217000778,718191.4119
ORGANIC,2177,10/31/2023 0:00:00,7647937.82,HEADWEAR,0.07217000778,551951.732
ORGANIC,2178,10/31/2023 0:00:00,13252858.85,HEADWEAR,0.07217000778,956458.926
ORGANIC,2180,10/31/2023 0:00:00,14242901.7,HEADWEAR,0.07217000778,1027910.326
ORGANIC,2181,10/31/2023 0:00:00,1992611.238,HEADWEAR,0.07217000778,143806.7685
ORGANIC,2182,10/31/2023 0:00:00,20336312.85,HEADWEAR,0.07217000778,1467671.856
ORGANIC,2183,10/31/2023 0:00:00,4000963.158,HEADWEAR,0.07217000778,288749.5422
ORGANIC,2184,10/31/2023 0:00:00,15391999.92,HEADWEAR,0.07217000778,1110840.754
ORGANIC,2185,10/31/2023 0:00:00,10763881.47,HEADWEAR,0.07217000778,776829.4091
ORGANIC,2186,10/31/2023 0:00:00,14523736.83,HEADWEAR,0.07217000778,1048178.2
ORGANIC,2187,10/31/2023 0:00:00,14627692.51,HEADWEAR,0.07217000778,1055680.682
ORGANIC,2188,10/31/2023 0:00:00,8529946.629,HEADWEAR,0.07217000778,615606.3146
ORGANIC,2189,10/31/2023 0:00:00,9615803.037,HEADWEAR,0.07217000778,693972.58
ORGANIC,2190,10/31/2023 0:00:00,12528626,HEADWEAR,0.07217000778,904191.0359
ORGANIC,2191,10/31/2023 0:00:00,15298804.4,HEADWEAR,0.07217000778,1104114.833
ORGANIC,2192,10/31/2023 0:00:00,9430750.634,HEADWEAR,0.07217000778,680617.3466
ORGANIC,2194,10/31/2023 0:00:00,6588023.277,HEADWEAR,0.07217000778,475457.6912
ORGANIC,2196,10/31/2023 0:00:00,13204172.42,HEADWEAR,0.07217000778,952945.226
ORGANIC,2197,10/31/2023 0:00:00,13805154.63,HEADWEAR,0.07217000778,996318.117
ORGANIC,2199,10/31/2023 0:00:00,26941860.03,HEADWEAR,0.07217000778,1944394.248
ORGANIC,2200,10/31/2023 0:00:00,6244204.323,HEADWEAR,0.07217000778,450644.2746
ORGANIC,2201,10/31/2023 0:00:00,11838271.89,HEADWEAR,0.07217000778,854368.1742
ORGANIC,2202,10/31/2023 0:00:00,10904423.16,HEADWEAR,0.07217000778,786972.3042
ORGANIC,2203,10/31/2023 0:00:00,14619052.25,HEADWEAR,0.07217000778,1055057.115
ORGANIC,2204,10/31/2023 0:00:00,11674248.17,HEADWEAR,0.07217000778,842530.581
ORGANIC,2205,10/31/2023 0:00:00,14126104.89,HEADWEAR,0.07217000778,1019481.1
ORGANIC,2207,10/31/2023 0:00:00,10021306.13,HEADWEAR,0.07217000778,723237.741
ORGANIC,2211,10/31/2023 0:00:00,7375696.704,HEADWEAR,0.07217000778,532304.0885
ORGANIC,2215,10/31/2023 0:00:00,14428216.96,HEADWEAR,0.07217000778,1041284.53
ORGANIC,2217,10/31/2023 0:00:00,7048551.418,HEADWEAR,0.07217000778,508694.0106
ORGANIC,2218,10/31/2023 0:00:00,16070553.8,HEADWEAR,0.07217000778,1159811.992
ORGANIC,2219,10/31/2023 0:00:00,26103867.04,HEADWEAR,0.07217000778,1883916.287
ORGANIC,2220,10/31/2023 0:00:00,14444864.67,HEADWEAR,0.07217000778,1042485.995
ORGANIC,2223,10/31/2023 0:00:00,10965844.43,HEADWEAR,0.07217000778,791405.0781
ORGANIC,2224,10/31/2023 0:00:00,13087375.61,HEADWEAR,0.07217000778,944515.9996
ORGANIC,2225,10/31/2023 0:00:00,10085180.75,HEADWEAR,0.07217000778,727847.573
ORGANIC,2226,10/31/2023 0:00:00,12626058.9,HEADWEAR,0.07217000778,911222.7687
ORGANIC,2227,10/31/2023 0:00:00,7046623.788,HEADWEAR,0.07217000778,508554.8936
ORGANIC,2228,10/31/2023 0:00:00,8773867.173,HEADWEAR,0.07217000778,633210.0621
ORGANIC,2229,10/31/2023 0:00:00,10180423.15,HEADWEAR,0.07217000778,734721.2182
ORGANIC,2233,10/31/2023 0:00:00,12726646.09,HEADWEAR,0.07217000778,918482.1474
ORGANIC,2234,10/31/2023 0:00:00,9627842.607,HEADWEAR,0.07217000778,694841.4758
ORGANIC,2236,10/31/2023 0:00:00,11763269.59,HEADWEAR,0.07217000778,848955.2577
ORGANIC,2237,10/31/2023 0:00:00,7521784.387,HEADWEAR,0.07217000778,542847.2377
ORGANIC,2238,10/31/2023 0:00:00,10561392.78,HEADWEAR,0.07217000778,762215.7991
ORGANIC,2240,10/31/2023 0:00:00,10876297.3,HEADWEAR,0.07217000778,784942.4605
ORGANIC,2241,10/31/2023 0:00:00,11543870.34,HEADWEAR,0.07217000778,833121.212
ORGANIC,2243,10/31/2023 0:00:00,14106740.98,HEADWEAR,0.07217000778,1018083.606
ORGANIC,2244,10/31/2023 0:00:00,35492560.31,HEADWEAR,0.07217000778,2561498.354
ORGANIC,2245,10/31/2023 0:00:00,13371525.68,HEADWEAR,0.07217000778,965023.1123
ORGANIC,2246,10/31/2023 0:00:00,13865612.09,HEADWEAR,0.07217000778,1000681.333
ORGANIC,2247,10/31/2023 0:00:00,7255421.079,HEADWEAR,0.07217000778,523623.7957
ORGANIC,2248,10/31/2023 0:00:00,22075560.1,HEADWEAR,0.07217000778,1593193.344
ORGANIC,5000,10/31/2023 0:00:00,26763051.32,HEADWEAR,0.07217000778,1931489.622
ORGANIC,5014,10/31/2023 0:00:00,21982570.65,HEADWEAR,0.07217000778,1586482.295
ORGANIC,5017,10/31/2023 0:00:00,16339646.29,HEADWEAR,0.07217000778,1179232.4
ORGANIC,5025,10/31/2023 0:00:00,23633396.85,HEADWEAR,0.07217000778,1705622.434
ORGANIC,5026,10/31/2023 0:00:00,22115305.29,HEADWEAR,0.07217000778,1596061.755
ORGANIC,5036,10/31/2023 0:00:00,21450924.68,HEADWEAR,0.07217000778,1548113.401
ORGANIC,5042,10/31/2023 0:00:00,38371206.8,HEADWEAR,0.07217000778,2769250.293
ORGANIC,5045,10/31/2023 0:00:00,46969400.91,HEADWEAR,0.07217000778,3389782.029
ORGANIC,5048,10/31/2023 0:00:00,27254107.56,HEADWEAR,0.07217000778,1966929.155
ORGANIC,5052,10/31/2023 0:00:00,42352605.65,HEADWEAR,0.07217000778,3056587.879
ORGANIC,5056,10/31/2023 0:00:00,14039716.11,HEADWEAR,0.07217000778,1013246.421
ORGANIC,5064,10/31/2023 0:00:00,26801872.44,HEADWEAR,0.07217000778,1934291.343
ORGANIC,5069,10/31/2023 0:00:00,22271031.93,HEADWEAR,0.07217000778,1607300.547
ORGANIC,5074,10/31/2023 0:00:00,21213134.26,HEADWEAR,0.07217000778,1530952.064
ORGANIC,5076,10/31/2023 0:00:00,14323313.69,HEADWEAR,0.07217000778,1033713.661
ORGANIC,5082,10/31/2023 0:00:00,14172781.75,HEADWEAR,0.07217000778,1022849.769
ORGANIC,5085,10/31/2023 0:00:00,7191811.749,HEADWEAR,0.07217000778,519033.1099
ORGANIC,5089,10/31/2023 0:00:00,24985415.36,HEADWEAR,0.07217000778,1803197.621
ORGANIC,5105,10/31/2023 0:00:00,13054773.85,HEADWEAR,0.07217000778,942163.1304
ORGANIC,5108,10/31/2023 0:00:00,14793853.98,HEADWEAR,0.07217000778,1067672.557
ORGANIC,5112,10/31/2023 0:00:00,16245710.87,HEADWEAR,0.07217000778,1172453.08
ORGANIC,5122,10/31/2023 0:00:00,21122227.39,HEADWEAR,0.07217000778,1524391.315
ORGANIC,5148,10/31/2023 0:00:00,17947561.64,HEADWEAR,0.07217000778,1295275.663
ORGANIC,7002,10/31/2023 0:00:00,13566257.6,HEADWEAR,0.07217000778,979076.9168
ORGANIC,7003,10/31/2023 0:00:00,23204419.03,HEADWEAR,0.07217000778,1674663.102
ORGANIC,7004,10/31/2023 0:00:00,15429279.59,HEADWEAR,0.07217000778,1113531.228
ORGANIC,7005,10/31/2023 0:00:00,11790832.41,HEADWEAR,0.07217000778,850944.467
ORGANIC,7006,10/31/2023 0:00:00,8530547.796,HEADWEAR,0.07217000778,615649.7008
ORGANIC,7007,10/31/2023 0:00:00,13813828.96,HEADWEAR,0.07217000778,996944.1436
ORGANIC,7008,10/31/2023 0:00:00,24498677.63,HEADWEAR,0.07217000778,1768069.755
ORGANIC,7009,10/31/2023 0:00:00,8177616.413,HEADWEAR,0.07217000778,590178.6401
ORGANIC,7010,10/31/2023 0:00:00,20305996.5,HEADWEAR,0.07217000778,1465483.925
ORGANIC,7011,10/31/2023 0:00:00,12537738.43,HEADWEAR,0.07217000778,904848.68
ORGANIC,7012,10/31/2023 0:00:00,13916519.03,HEADWEAR,0.07217000778,1004355.286
ORGANIC,7013,10/31/2023 0:00:00,14432247.46,HEADWEAR,0.07217000778,1041575.411
ORGANIC,7014,10/31/2023 0:00:00,16973125.61,HEADWEAR,0.07217000778,1224950.607
ORGANIC,7015,10/31/2023 0:00:00,19298109.28,HEADWEAR,0.07217000778,1392744.697
ORGANIC,7016,10/31/2023 0:00:00,15346732.28,HEADWEAR,0.07217000778,1107573.788
ORGANIC,7017,10/31/2023 0:00:00,9923610.373,HEADWEAR,0.07217000778,716187.0378
ORGANIC,7018,10/31/2023 0:00:00,14230372.11,HEADWEAR,0.07217000778,1027006.066
ORGANIC,7019,10/31/2023 0:00:00,17602321.3,HEADWEAR,0.07217000778,1270359.665
ORGANIC,7020,10/31/2023 0:00:00,18438211.42,HEADWEAR,0.07217000778,1330685.861
ORGANIC,7022,10/31/2023 0:00:00,6680014.026,HEADWEAR,0.07217000778,482096.6642
NON-ORGANIC,2010,1/31/2023 0:00:00,218202.3671,APPAREL,0.3592816131,78396.09841
NON-ORGANIC,2014,1/31/2023 0:00:00,12767734.96,APPAREL,0.3592816131,4587212.413
NON-ORGANIC,2047,1/31/2023 0:00:00,1942724.698,APPAREL,0.3592816131,697985.2632
NON-ORGANIC,2050,1/31/2023 0:00:00,25150548.17,APPAREL,0.3592816131,9036129.518
NON-ORGANIC,2080,1/31/2023 0:00:00,12084232.93,APPAREL,0.3592816131,4341642.699
NON-ORGANIC,2086,1/31/2023 0:00:00,1092177.43,APPAREL,0.3592816131,392399.2688
NON-ORGANIC,2106,1/31/2023 0:00:00,3015303.519,APPAREL,0.3592816131,1083343.112
NON-ORGANIC,2140,1/31/2023 0:00:00,4640728.441,APPAREL,0.3592816131,1667328.4
NON-ORGANIC,2174,1/31/2023 0:00:00,658529.593,APPAREL,0.3592816131,236597.5744
NON-ORGANIC,2212,1/31/2023 0:00:00,7217064.23,APPAREL,0.3592816131,2592958.478
NON-ORGANIC,2221,1/31/2023 0:00:00,11138171.05,APPAREL,0.3592816131,4001740.062
NON-ORGANIC,2231,1/31/2023 0:00:00,2861866.368,APPAREL,0.3592816131,1028215.965
NON-ORGANIC,2239,1/31/2023 0:00:00,7419640.048,APPAREL,0.3592816131,2665740.245
NON-ORGANIC,2242,1/31/2023 0:00:00,11704275.34,APPAREL,0.3592816131,4205130.923
NON-ORGANIC,2255,1/31/2023 0:00:00,5309250.511,APPAREL,0.3592816131,1907516.088
NON-ORGANIC,2256,1/31/2023 0:00:00,5847873.298,APPAREL,0.3592816131,2101033.351
