GROUP,SITE,PERIOD,MONTHLY_TARGET,MGH_3,MGH_CH_PROP,SLS_PER_MC
NON-ORGANIC,2010,9/30/2023 0:00:00,228344.3707,APPAREL,0.3184752854,72722.03863
NON-ORGANIC,2014,9/30/2023 0:00:00,13361176.81,APPAREL,0.3184752854,4255204.596
NON-ORGANIC,2047,9/30/2023 0:00:00,2033022.164,APPAREL,0.3184752854,647467.314
NON-ORGANIC,2050,9/30/2023 0:00:00,26319540.77,APPAREL,0.3184752854,8382123.257
NON-ORGANIC,2080,9/30/2023 0:00:00,12645905.73,APPAREL,0.3184752854,4027408.435
NON-ORGANIC,2086,9/30/2023 0:00:00,1142941.625,APPAREL,0.3184752854,363998.6601
NON-ORGANIC,2106,9/30/2023 0:00:00,3155454.24,APPAREL,0.3184752854,1004934.19
NON-ORGANIC,2140,9/30/2023 0:00:00,4856428.598,APPAREL,0.3184752854,1546652.484
NON-ORGANIC,2174,9/30/2023 0:00:00,689137.9206,APPAREL,0.3184752854,219473.3959
NON-ORGANIC,2212,9/30/2023 0:00:00,7552511.973,APPAREL,0.3184752854,2405288.406
NON-ORGANIC,2221,9/30/2023 0:00:00,11655871.08,APPAREL,0.3184752854,3712106.868
NON-ORGANIC,2231,9/30/2023 0:00:00,2994885.361,APPAREL,0.3184752854,953796.9701
NON-ORGANIC,2239,9/30/2023 0:00:00,7764503.476,APPAREL,0.3184752854,2472802.461
NON-ORGANIC,2242,9/30/2023 0:00:00,12248287.78,APPAREL,0.3184752854,3900776.946
NON-ORGANIC,2255,9/30/2023 0:00:00,5556023.444,APPAREL,0.3184752854,1769456.152
NON-ORGANIC,2256,9/30/2023 0:00:00,6119681.313,APPAREL,0.3184752854,1948967.253
NON-ORGANIC,2257,9/30/2023 0:00:00,7455479.518,APPAREL,0.3184752854,2374385.967
NON-ORGANIC,2258,9/30/2023 0:00:00,8313057.237,APPAREL,0.3184752854,2647503.276
NON-ORGANIC,2259,9/30/2023 0:00:00,14717275.54,APPAREL,0.3184752854,4687088.529
NON-ORGANIC,2260,9/30/2023 0:00:00,11230743.82,APPAREL,0.3184752854,3576714.344
NON-ORGANIC,2261,9/30/2023 0:00:00,12213807.69,APPAREL,0.3184752854,3889795.891
NON-ORGANIC,2262,9/30/2023 0:00:00,3951173.769,APPAREL,0.3184752854,1258351.194
NON-ORGANIC,2263,9/30/2023 0:00:00,1328093.585,APPAREL,0.3184752854,422964.9834
NON-ORGANIC,2264,9/30/2023 0:00:00,5357381.531,APPAREL,0.3184752854,1706193.612
NON-ORGANIC,2265,9/30/2023 0:00:00,8063305.462,APPAREL,0.3184752854,2567963.508
NON-ORGANIC,2266,9/30/2023 0:00:00,35792770.52,APPAREL,0.3184752854,11399112.81
NON-ORGANIC,2267,9/30/2023 0:00:00,18424037.37,APPAREL,0.3184752854,5867600.561
NON-ORGANIC,2268,9/30/2023 0:00:00,6024174.525,APPAREL,0.3184752854,1918550.701
NON-ORGANIC,2269,9/30/2023 0:00:00,8671207.689,APPAREL,0.3184752854,2761565.344
NON-ORGANIC,2270,9/30/2023 0:00:00,6348912.859,APPAREL,0.3184752854,2021971.835
NON-ORGANIC,2271,9/30/2023 0:00:00,3880382.796,APPAREL,0.3184752854,1235806.018
NON-ORGANIC,2274,9/30/2023 0:00:00,151193.6522,APPAREL,0.3184752854,48151.44154
NON-ORGANIC,2276,9/30/2023 0:00:00,2290408.379,APPAREL,0.3184752854,729438.4623
NON-ORGANIC,2277,9/30/2023 0:00:00,3844453.325,APPAREL,0.3184752854,1224363.37
NON-ORGANIC,2280,9/30/2023 0:00:00,1776258.422,APPAREL,0.3184752854,565694.4078
NON-ORGANIC,2282,9/30/2023 0:00:00,733617.2317,APPAREL,0.3184752854,233638.9573
NON-ORGANIC,2283,9/30/2023 0:00:00,168967.6789,APPAREL,0.3184752854,53812.02977
NON-ORGANIC,2286,9/30/2023 0:00:00,3689750.638,APPAREL,0.3184752854,1175094.387
NON-ORGANIC,2287,9/30/2023 0:00:00,306582.8901,APPAREL,0.3184752854,97639.07343
NON-ORGANIC,2289,9/30/2023 0:00:00,891447.5377,APPAREL,0.3184752854,283904.009
NON-ORGANIC,2290,9/30/2023 0:00:00,1017391.392,APPAREL,0.3184752854,324014.014
NON-ORGANIC,5006,9/30/2023 0:00:00,5810262.206,APPAREL,0.3184752854,1850424.914
NON-ORGANIC,5051,9/30/2023 0:00:00,927026.1045,APPAREL,0.3184752854,295234.9032
NON-ORGANIC,5058,9/30/2023 0:00:00,3795309.286,APPAREL,0.3184752854,1208712.208
NON-ORGANIC,5063,9/30/2023 0:00:00,7164961.907,APPAREL,0.3184752854,2281863.288
NON-ORGANIC,5070,9/30/2023 0:00:00,2262691.577,APPAREL,0.3184752854,720611.3458
NON-ORGANIC,5081,9/30/2023 0:00:00,893806.2197,APPAREL,0.3184752854,284655.1909
NON-ORGANIC,5097,9/30/2023 0:00:00,894154.8347,APPAREL,0.3184752854,284766.2162
NON-ORGANIC,5104,9/30/2023 0:00:00,10147059.12,APPAREL,0.3184752854,3231587.55
NON-ORGANIC,5111,9/30/2023 0:00:00,880500.8732,APPAREL,0.3184752854,280417.7669
NON-ORGANIC,7023,9/30/2023 0:00:00,14405200.25,APPAREL,0.3184752854,4587700.261
NON-ORGANIC,7024,9/30/2023 0:00:00,23419149.15,APPAREL,0.3184752854,7458420.209
NON-ORGANIC,7025,9/30/2023 0:00:00,3684258.235,APPAREL,0.3184752854,1173345.193
NON-ORGANIC,7026,9/30/2023 0:00:00,5692112.987,APPAREL,0.3184752854,1812797.308
NON-ORGANIC,7027,9/30/2023 0:00:00,2768781.433,APPAREL,0.3184752854,881788.4571
NON-ORGANIC,7028,9/30/2023 0:00:00,4127006.952,APPAREL,0.3184752854,1314349.717
NON-ORGANIC,7030,9/30/2023 0:00:00,74528.85884,APPAREL,0.3184752854,23735.59959
NON-ORGANIC,7031,9/30/2023 0:00:00,386756.7188,APPAREL,0.3184752854,123172.4564
NON-ORGANIC,9001,9/30/2023 0:00:00,6454370.05,APPAREL,0.3184752854,2055557.344
NON-ORGANIC,9002,9/30/2023 0:00:00,13705.83425,APPAREL,0.3184752854,4364.969476
NON-ORGANIC,9003,9/30/2023 0:00:00,24334.3971,APPAREL,0.3184752854,7749.904062
NON-ORGANIC,9005,9/30/2023 0:00:00,78343.02766,APPAREL,0.3184752854,24950.31809
NON-ORGANIC,9006,9/30/2023 0:00:00,255396.7445,APPAREL,0.3184752854,81337.55109
NON-ORGANIC,9007,9/30/2023 0:00:00,598748.2221,APPAREL,0.3184752854,190686.5109
NON-ORGANIC,9008,9/30/2023 0:00:00,30945.87734,APPAREL,0.3184752854,9855.497118
NON-ORGANIC,9009,9/30/2023 0:00:00,86789.12311,APPAREL,0.3184752854,27640.19075
NON-ORGANIC,9010,9/30/2023 0:00:00,91283.73965,APPAREL,0.3184752854,29071.61504
NON-ORGANIC,9011,9/30/2023 0:00:00,38617.69652,APPAREL,0.3184752854,12298.78192
NON-ORGANIC,9014,9/30/2023 0:00:00,12052.77349,APPAREL,0.3184752854,3838.510476
NON-ORGANIC,9015,9/30/2023 0:00:00,3315777.487,APPAREL,0.3184752854,1055993.181
NON-ORGANIC,9016,9/30/2023 0:00:00,4941942.263,APPAREL,0.3184752854,1573886.473
NON-ORGANIC,9017,9/30/2023 0:00:00,2713018.285,APPAREL,0.3184752854,864029.2726
NON-ORGANIC,9018,9/30/2023 0:00:00,60263.86743,APPAREL,0.3184752854,19192.55238
NON-ORGANIC,9019,9/30/2023 0:00:00,12052.77349,APPAREL,0.3184752854,3838.510476
NON-ORGANIC,9020,9/30/2023 0:00:00,48211.09394,APPAREL,0.3184752854,15354.0419
NON-ORGANIC,9021,9/30/2023 0:00:00,73079.47468,APPAREL,0.3184752854,23274.00656
NON-ORGANIC,9022,9/30/2023 0:00:00,50041.89498,APPAREL,0.3184752854,15937.10679
ORGANIC,2002,9/30/2023 0:00:00,143419013.7,APPAREL,0.3184752854,45675411.33
ORGANIC,2003,9/30/2023 0:00:00,22318656.17,APPAREL,0.3184752854,7107940.394
ORGANIC,2004,9/30/2023 0:00:00,131796695.9,APPAREL,0.3184752854,41973990.34
ORGANIC,2007,9/30/2023 0:00:00,21891686.67,APPAREL,0.3184752854,6971961.161
ORGANIC,2008,9/30/2023 0:00:00,21614800.9,APPAREL,0.3184752854,6883779.886
ORGANIC,2009,9/30/2023 0:00:00,25567199.78,APPAREL,0.3184752854,8142521.247
ORGANIC,2011,9/30/2023 0:00:00,24800816.55,APPAREL,0.3184752854,7898447.129
ORGANIC,2013,9/30/2023 0:00:00,61788099.31,APPAREL,0.3184752854,19677982.56
ORGANIC,2015,9/30/2023 0:00:00,22871180.48,APPAREL,0.3184752854,7283905.732
ORGANIC,2016,9/30/2023 0:00:00,27040930.54,APPAREL,0.3184752854,8611868.07
ORGANIC,2018,9/30/2023 0:00:00,32572576.1,APPAREL,0.3184752854,10373560.47
ORGANIC,2019,9/30/2023 0:00:00,50666105.07,APPAREL,0.3184752854,16135902.27
ORGANIC,2022,9/30/2023 0:00:00,33137988.49,APPAREL,0.3184752854,10553630.34
ORGANIC,2023,9/30/2023 0:00:00,36134341.54,APPAREL,0.3184752854,11507894.74
ORGANIC,2024,9/30/2023 0:00:00,23822154.23,APPAREL,0.3184752854,7586767.367
ORGANIC,2025,9/30/2023 0:00:00,46430833.7,APPAREL,0.3184752854,14787073.01
ORGANIC,2029,9/30/2023 0:00:00,32876568.41,APPAREL,0.3184752854,10470374.51
ORGANIC,2030,9/30/2023 0:00:00,23944299.93,APPAREL,0.3184752854,7625667.755
ORGANIC,2032,9/30/2023 0:00:00,43271488.24,APPAREL,0.3184752854,13780899.57
ORGANIC,2033,9/30/2023 0:00:00,23066829.8,APPAREL,0.3184752854,7346215.203
ORGANIC,2035,9/30/2023 0:00:00,64858205.42,APPAREL,0.3184752854,20655735.48
ORGANIC,2036,9/30/2023 0:00:00,55229315.62,APPAREL,0.3184752854,17589172.06
ORGANIC,2038,9/30/2023 0:00:00,34310803.45,APPAREL,0.3184752854,10927142.92
ORGANIC,2039,9/30/2023 0:00:00,50007233.34,APPAREL,0.3184752854,15926067.91
ORGANIC,2040,9/30/2023 0:00:00,8932402.733,APPAREL,0.3184752854,2844749.51
ORGANIC,2041,9/30/2023 0:00:00,21474695.04,APPAREL,0.3184752854,6839159.631
ORGANIC,2043,9/30/2023 0:00:00,21447422.2,APPAREL,0.3184752854,6830473.908
ORGANIC,2044,9/30/2023 0:00:00,34928516.48,APPAREL,0.3184752854,11123869.25
ORGANIC,2045,9/30/2023 0:00:00,20384613.22,APPAREL,0.3184752854,6491995.512
ORGANIC,2049,9/30/2023 0:00:00,36757813.97,APPAREL,0.3184752854,11706455.29
ORGANIC,2052,9/30/2023 0:00:00,14895040.98,APPAREL,0.3184752854,4743702.428
ORGANIC,2053,9/30/2023 0:00:00,36857404.21,APPAREL,0.3184752854,11738172.32
ORGANIC,2054,9/30/2023 0:00:00,69180533.67,APPAREL,0.3184752854,22032290.2
ORGANIC,2056,9/30/2023 0:00:00,39395191.18,APPAREL,0.3184752854,12546394.76
ORGANIC,2057,9/30/2023 0:00:00,28288992.94,APPAREL,0.3184752854,9009345.101
ORGANIC,2060,9/30/2023 0:00:00,45376422.74,APPAREL,0.3184752854,14451269.18
ORGANIC,2062,9/30/2023 0:00:00,64962354.35,APPAREL,0.3184752854,20688904.34
ORGANIC,2065,9/30/2023 0:00:00,25269443.64,APPAREL,0.3184752854,8047693.275
ORGANIC,2066,9/30/2023 0:00:00,17495189.62,APPAREL,0.3184752854,5571785.508
ORGANIC,2067,9/30/2023 0:00:00,21224583.21,APPAREL,0.3184752854,6759505.194
ORGANIC,2068,9/30/2023 0:00:00,46408632.95,APPAREL,0.3184752854,14780002.62
ORGANIC,2069,9/30/2023 0:00:00,18520346.66,APPAREL,0.3184752854,5898272.689
ORGANIC,2070,9/30/2023 0:00:00,18879618.48,APPAREL,0.3184752854,6012691.884
ORGANIC,2074,9/30/2023 0:00:00,24974757.91,APPAREL,0.3184752854,7953843.152
ORGANIC,2077,9/30/2023 0:00:00,53081247.45,APPAREL,0.3184752854,16905065.43
ORGANIC,2079,9/30/2023 0:00:00,19926546.03,APPAREL,0.3184752854,6346112.435
ORGANIC,2083,9/30/2023 0:00:00,39111370.49,APPAREL,0.3184752854,12456004.88
ORGANIC,2085,9/30/2023 0:00:00,29106515.02,APPAREL,0.3184752854,9269705.679
ORGANIC,2090,9/30/2023 0:00:00,19611328.63,APPAREL,0.3184752854,6245723.482
ORGANIC,2094,9/30/2023 0:00:00,16234403.15,APPAREL,0.3184752854,5170256.176
ORGANIC,2099,9/30/2023 0:00:00,31368912.91,APPAREL,0.3184752854,9990223.491
ORGANIC,2100,9/30/2023 0:00:00,17091418.66,APPAREL,0.3184752854,5443194.435
ORGANIC,2102,9/30/2023 0:00:00,20446974.88,APPAREL,0.3184752854,6511856.159
ORGANIC,2104,9/30/2023 0:00:00,20196779.9,APPAREL,0.3184752854,6432175.241
ORGANIC,2105,9/30/2023 0:00:00,15968908.77,APPAREL,0.3184752854,5085702.779
ORGANIC,2108,9/30/2023 0:00:00,15245929.26,APPAREL,0.3184752854,4855451.672
ORGANIC,2109,9/30/2023 0:00:00,36778080.17,APPAREL,0.3184752854,11712909.58
ORGANIC,2112,9/30/2023 0:00:00,3713512.147,APPAREL,0.3184752854,1182661.841
ORGANIC,2113,9/30/2023 0:00:00,11422494.29,APPAREL,0.3184752854,3637782.13
ORGANIC,2116,9/30/2023 0:00:00,23213171.83,APPAREL,0.3184752854,7392821.523
ORGANIC,2117,9/30/2023 0:00:00,28131428.1,APPAREL,0.3184752854,8959164.594
ORGANIC,2118,9/30/2023 0:00:00,21951304.42,APPAREL,0.3184752854,6990947.94
ORGANIC,2119,9/30/2023 0:00:00,15062918.57,APPAREL,0.3184752854,4797167.292
ORGANIC,2120,9/30/2023 0:00:00,12203524.69,APPAREL,0.3184752854,3886521.01
ORGANIC,2121,9/30/2023 0:00:00,11600848.64,APPAREL,0.3184752854,3694583.582
ORGANIC,2122,9/30/2023 0:00:00,30286231.34,APPAREL,0.3184752854,9645416.169
ORGANIC,2123,9/30/2023 0:00:00,11577151.21,APPAREL,0.3184752854,3687036.536
ORGANIC,2124,9/30/2023 0:00:00,11875489.39,APPAREL,0.3184752854,3782049.874
ORGANIC,2125,9/30/2023 0:00:00,32462653.28,APPAREL,0.3184752854,10338552.77
ORGANIC,2126,9/30/2023 0:00:00,9008931.742,APPAREL,0.3184752854,2869122.108
ORGANIC,2127,9/30/2023 0:00:00,7962419.934,APPAREL,0.3184752854,2535833.961
ORGANIC,2129,9/30/2023 0:00:00,29764056.37,APPAREL,0.3184752854,9479116.347
ORGANIC,2130,9/30/2023 0:00:00,26493727.76,APPAREL,0.3184752854,8437597.508
ORGANIC,2131,9/30/2023 0:00:00,10028503.31,APPAREL,0.3184752854,3193830.455
ORGANIC,2132,9/30/2023 0:00:00,11941093.86,APPAREL,0.3184752854,3802943.275
ORGANIC,2135,9/30/2023 0:00:00,18749074.74,APPAREL,0.3184752854,5971116.928
ORGANIC,2152,9/30/2023 0:00:00,16907077.59,APPAREL,0.3184752854,5384486.361
ORGANIC,2163,9/30/2023 0:00:00,9534848.411,APPAREL,0.3184752854,3036613.569
ORGANIC,2176,9/30/2023 0:00:00,9356992.956,APPAREL,0.3184752854,2979971.002
ORGANIC,2177,9/30/2023 0:00:00,7191130.92,APPAREL,0.3184752854,2290197.472
ORGANIC,2178,9/30/2023 0:00:00,12461273.26,APPAREL,0.3184752854,3968607.557
ORGANIC,2180,9/30/2023 0:00:00,13392181.42,APPAREL,0.3184752854,4265078.8
ORGANIC,2181,9/30/2023 0:00:00,1873593.722,APPAREL,0.3184752854,596693.2952
ORGANIC,2182,9/30/2023 0:00:00,19121636.65,APPAREL,0.3184752854,6089768.688
ORGANIC,2183,9/30/2023 0:00:00,3761987.944,APPAREL,0.3184752854,1198100.184
ORGANIC,2184,9/30/2023 0:00:00,14472644.67,APPAREL,0.3184752854,4609179.642
ORGANIC,2185,9/30/2023 0:00:00,10120961.05,APPAREL,0.3184752854,3223275.96
ORGANIC,2186,9/30/2023 0:00:00,13656242.43,APPAREL,0.3184752854,4349175.706
ORGANIC,2187,9/30/2023 0:00:00,13753988.9,APPAREL,0.3184752854,4380305.54
ORGANIC,2188,9/30/2023 0:00:00,8020457.852,APPAREL,0.3184752854,2554317.604
ORGANIC,2189,9/30/2023 0:00:00,9041456.686,APPAREL,0.3184752854,2879480.498
ORGANIC,2190,9/30/2023 0:00:00,11780298.42,APPAREL,0.3184752854,3751733.901
ORGANIC,2191,9/30/2023 0:00:00,14385015.67,APPAREL,0.3184752854,4581271.971
ORGANIC,2192,9/30/2023 0:00:00,8867457.355,APPAREL,0.3184752854,2824066.012
ORGANIC,2194,9/30/2023 0:00:00,6194524.459,APPAREL,0.3184752854,1972802.945
ORGANIC,2196,9/30/2023 0:00:00,12415494.84,APPAREL,0.3184752854,3954028.262
ORGANIC,2197,9/30/2023 0:00:00,12980580.73,APPAREL,0.3184752854,4133994.153
ORGANIC,2199,9/30/2023 0:00:00,25332638.32,APPAREL,0.3184752854,8067819.217
ORGANIC,2200,9/30/2023 0:00:00,5871241.612,APPAREL,0.3184752854,1869845.348
ORGANIC,2201,9/30/2023 0:00:00,11131178.76,APPAREL,0.3184752854,3545005.332
ORGANIC,2202,9/30/2023 0:00:00,10253108.27,APPAREL,0.3184752854,3265361.583
ORGANIC,2203,9/30/2023 0:00:00,13745864.72,APPAREL,0.3184752854,4377718.19
ORGANIC,2204,9/30/2023 0:00:00,10976952.08,APPAREL,0.3184752854,3495887.946
ORGANIC,2205,9/30/2023 0:00:00,13282360.82,APPAREL,0.3184752854,4230103.653
ORGANIC,2207,9/30/2023 0:00:00,9422739.309,APPAREL,0.3184752854,3000909.591
ORGANIC,2211,9/30/2023 0:00:00,6935150.607,APPAREL,0.3184752854,2208674.069
ORGANIC,2215,9/30/2023 0:00:00,13566427.91,APPAREL,0.3184752854,4320572
ORGANIC,2217,9/30/2023 0:00:00,6627545.52,APPAREL,0.3184752854,2110709.451
ORGANIC,2218,9/30/2023 0:00:00,15110668.92,APPAREL,0.3184752854,4812374.596
ORGANIC,2219,9/30/2023 0:00:00,24544698.17,APPAREL,0.3184752854,7816879.753
ORGANIC,2220,9/30/2023 0:00:00,13582081.26,APPAREL,0.3184752854,4325557.205
ORGANIC,2223,9/30/2023 0:00:00,10310860.89,APPAREL,0.3184752854,3283754.365
ORGANIC,2224,9/30/2023 0:00:00,12305674.24,APPAREL,0.3184752854,3919053.115
ORGANIC,2225,9/30/2023 0:00:00,9482798.737,APPAREL,0.3184752854,3020037.034
ORGANIC,2226,9/30/2023 0:00:00,11871911.7,APPAREL,0.3184752854,3780910.468
ORGANIC,2227,9/30/2023 0:00:00,6625733.027,APPAREL,0.3184752854,2110132.217
ORGANIC,2228,9/30/2023 0:00:00,8249809.164,APPAREL,0.3184752854,2627360.328
ORGANIC,2229,9/30/2023 0:00:00,9572352.37,APPAREL,0.3184752854,3048557.653
ORGANIC,2233,9/30/2023 0:00:00,11966490.88,APPAREL,0.3184752854,3811031.6
ORGANIC,2234,9/30/2023 0:00:00,9052777.139,APPAREL,0.3184752854,2883085.783
ORGANIC,2236,9/30/2023 0:00:00,11060656.3,APPAREL,0.3184752854,3522545.672
ORGANIC,2237,9/30/2023 0:00:00,7072512.558,APPAREL,0.3184752854,2252420.455
ORGANIC,2238,9/30/2023 0:00:00,9930566.901,APPAREL,0.3184752854,3162640.128
ORGANIC,2240,9/30/2023 0:00:00,10226662.35,APPAREL,0.3184752854,3256939.211
ORGANIC,2241,9/30/2023 0:00:00,10854361.64,APPAREL,0.3184752854,3456845.922
ORGANIC,2243,9/30/2023 0:00:00,13264153.5,APPAREL,0.3184752854,4224305.073
ORGANIC,2244,9/30/2023 0:00:00,33372610.22,APPAREL,0.3184752854,10628351.56
ORGANIC,2245,9/30/2023 0:00:00,12572852.19,APPAREL,0.3184752854,4004142.689
ORGANIC,2246,9/30/2023 0:00:00,13037427.1,APPAREL,0.3184752854,4152098.318
ORGANIC,2247,9/30/2023 0:00:00,6822058.976,APPAREL,0.3184752854,2172657.179
ORGANIC,2248,9/30/2023 0:00:00,20756999.67,APPAREL,0.3184752854,6610591.395
ORGANIC,5000,9/30/2023 0:00:00,25164509.75,APPAREL,0.3184752854,8014274.426
ORGANIC,5014,9/30/2023 0:00:00,20669564.43,APPAREL,0.3184752854,6582745.431
ORGANIC,5017,9/30/2023 0:00:00,15363688.67,APPAREL,0.3184752854,4892955.134
ORGANIC,5025,9/30/2023 0:00:00,22221787.73,APPAREL,0.3184752854,7077090.189
ORGANIC,5026,9/30/2023 0:00:00,20794370.9,APPAREL,0.3184752854,6622493.206
ORGANIC,5036,9/30/2023 0:00:00,20169673.36,APPAREL,0.3184752854,6423542.48
ORGANIC,5042,9/30/2023 0:00:00,36079316.82,APPAREL,0.3184752854,11490370.72
ORGANIC,5045,9/30/2023 0:00:00,44163945.77,APPAREL,0.3184752854,14065125.23
ORGANIC,5048,9/30/2023 0:00:00,25626235.49,APPAREL,0.3184752854,8161322.66
ORGANIC,5052,9/30/2023 0:00:00,39822909.02,APPAREL,0.3184752854,12682612.32
ORGANIC,5056,9/30/2023 0:00:00,13201131.99,APPAREL,0.3184752854,4204234.279
ORGANIC,5064,9/30/2023 0:00:00,25201012.11,APPAREL,0.3184752854,8025899.525
ORGANIC,5069,9/30/2023 0:00:00,20940796.08,APPAREL,0.3184752854,6669126.007
ORGANIC,5074,9/30/2023 0:00:00,19946086.02,APPAREL,0.3184752854,6352335.438
ORGANIC,5076,9/30/2023 0:00:00,13467790.45,APPAREL,0.3184752854,4289158.408
ORGANIC,5082,9/30/2023 0:00:00,13326249.7,APPAREL,0.3184752854,4244081.176
ORGANIC,5085,9/30/2023 0:00:00,6762248.995,APPAREL,0.3184752854,2153609.178
ORGANIC,5089,9/30/2023 0:00:00,23493050.96,APPAREL,0.3184752854,7481956.109
ORGANIC,5105,9/30/2023 0:00:00,12275019.76,APPAREL,0.3184752854,3909290.422
ORGANIC,5108,9/30/2023 0:00:00,13910225.65,APPAREL,0.3184752854,4430063.082
ORGANIC,5112,9/30/2023 0:00:00,15275363.96,APPAREL,0.3184752854,4864825.898
ORGANIC,5122,9/30/2023 0:00:00,19860608.97,APPAREL,0.3184752854,6325113.11
ORGANIC,5148,9/30/2023 0:00:00,16875564.17,APPAREL,0.3184752854,5374450.114
ORGANIC,7002,9/30/2023 0:00:00,12755952.89,APPAREL,0.3184752854,4062455.736
ORGANIC,7003,9/30/2023 0:00:00,21818432.51,APPAREL,0.3184752854,6948631.52
ORGANIC,7004,9/30/2023 0:00:00,14507697.65,APPAREL,0.3184752854,4620343.148
ORGANIC,7005,9/30/2023 0:00:00,11086572.82,APPAREL,0.3184752854,3530799.442
ORGANIC,7006,9/30/2023 0:00:00,8021023.112,APPAREL,0.3184752854,2554497.625
ORGANIC,7007,9/30/2023 0:00:00,12988736.95,APPAREL,0.3184752854,4136591.707
ORGANIC,7008,9/30/2023 0:00:00,23035385.79,APPAREL,0.3184752854,7336201.064
ORGANIC,7009,9/30/2023 0:00:00,7689172.117,APPAREL,0.3184752854,2448811.284
ORGANIC,7010,9/30/2023 0:00:00,19093131.07,APPAREL,0.3184752854,6080690.368
ORGANIC,7011,9/30/2023 0:00:00,11788866.57,APPAREL,0.3184752854,3754462.645
ORGANIC,7012,9/30/2023 0:00:00,13085293.4,APPAREL,0.3184752854,4167342.549
ORGANIC,7013,9/30/2023 0:00:00,13570217.67,APPAREL,0.3184752854,4321778.945
ORGANIC,7014,9/30/2023 0:00:00,15959330.63,APPAREL,0.3184752854,5082652.378
ORGANIC,7015,9/30/2023 0:00:00,18145444.38,APPAREL,0.3184752854,5778875.578
ORGANIC,7016,9/30/2023 0:00:00,14430080.84,APPAREL,0.3184752854,4595624.113
ORGANIC,7017,9/30/2023 0:00:00,9330878.867,APPAREL,0.3184752854,2971654.31
ORGANIC,7018,9/30/2023 0:00:00,13380400.22,APPAREL,0.3184752854,4261326.778
ORGANIC,7019,9/30/2023 0:00:00,16550944.83,APPAREL,0.3184752854,5271066.88
ORGANIC,7020,9/30/2023 0:00:00,17336907.72,APPAREL,0.3184752854,5521376.634
ORGANIC,7022,9/30/2023 0:00:00,6281020.654,APPAREL,0.3184752854,2000349.845
NON-ORGANIC,2010,5/31/2023 0:00:00,252209.1564,BAGS,0.4263054786,107518.1451
NON-ORGANIC,2014,5/31/2023 0:00:00,14757583.56,BAGS,0.4263054786,6291238.721
NON-ORGANIC,2047,5/31/2023 0:00:00,2245497.9,BAGS,0.4263054786,957268.0571
NON-ORGANIC,2050,5/31/2023 0:00:00,29070255.39,BAGS,0.4263054786,12392809.14
NON-ORGANIC,2080,5/31/2023 0:00:00,13967557.88,BAGS,0.4263054786,5954446.448
NON-ORGANIC,2086,5/31/2023 0:00:00,1262393.034,BAGS,0.4263054786,538165.0666
NON-ORGANIC,2106,5/31/2023 0:00:00,3485237.887,BAGS,0.4263054786,1485776.005
NON-ORGANIC,2140,5/31/2023 0:00:00,5363984.914,BAGS,0.4263054786,2286696.156
NON-ORGANIC,2174,5/31/2023 0:00:00,761161.2804,BAGS,0.4263054786,324487.2239
NON-ORGANIC,2212,5/31/2023 0:00:00,8341842.05,BAGS,0.4263054786,3556172.967
NON-ORGANIC,2221,5/31/2023 0:00:00,12874052.48,BAGS,0.4263054786,5488279.103
NON-ORGANIC,2231,5/31/2023 0:00:00,3307887.591,BAGS,0.4263054786,1410170.603
NON-ORGANIC,2239,5/31/2023 0:00:00,8575989.264,BAGS,0.4263054786,3655991.208
NON-ORGANIC,2242,5/31/2023 0:00:00,13528383.99,BAGS,0.4263054786,5767224.21
NON-ORGANIC,2255,5/31/2023 0:00:00,6136695.997,BAGS,0.4263054786,2616107.124
NON-ORGANIC,2256,5/31/2023 0:00:00,6759263.022,BAGS,0.4263054786,2881510.858
NON-ORGANIC,2257,5/31/2023 0:00:00,8234668.514,BAGS,0.4263054786,3510484.302
NON-ORGANIC,2258,5/31/2023 0:00:00,9181873.616,BAGS,0.4263054786,3914283.026
NON-ORGANIC,2259,5/31/2023 0:00:00,16255411.24,BAGS,0.4263054786,6929770.867
NON-ORGANIC,2260,5/31/2023 0:00:00,12404494.21,BAGS,0.4263054786,5288103.842
NON-ORGANIC,2261,5/31/2023 0:00:00,13490300.31,BAGS,0.4263054786,5750988.93
NON-ORGANIC,2262,5/31/2023 0:00:00,4364119.86,BAGS,0.4263054786,1860448.205
NON-ORGANIC,2263,5/31/2023 0:00:00,1466895.644,BAGS,0.4263054786,625345.6494
NON-ORGANIC,2264,5/31/2023 0:00:00,5917293.57,BAGS,0.4263054786,2522574.667
NON-ORGANIC,2265,5/31/2023 0:00:00,8906019.72,BAGS,0.4263054786,3796684.999
NON-ORGANIC,2266,5/31/2023 0:00:00,39533553.77,BAGS,0.4263054786,16853370.56
NON-ORGANIC,2267,5/31/2023 0:00:00,20349575.11,BAGS,0.4263054786,8675135.358
NON-ORGANIC,2268,5/31/2023 0:00:00,6653774.605,BAGS,0.4263054786,2836540.567
NON-ORGANIC,2269,5/31/2023 0:00:00,9577455.181,BAGS,0.4263054786,4082921.615
NON-ORGANIC,2270,5/31/2023 0:00:00,7012452.075,BAGS,0.4263054786,2989446.738
NON-ORGANIC,2271,5/31/2023 0:00:00,4285930.362,BAGS,0.4263054786,1827115.594
NON-ORGANIC,2274,5/31/2023 0:00:00,166995.2421,BAGS,0.4263054786,71190.98662
NON-ORGANIC,2276,5/31/2023 0:00:00,2529784.13,BAGS,0.4263054786,1078460.834
